final_score,c1,c2,c3,c4,c5,nodes,edges,out_degrees,clustering_coefficient,shortest_path_lenght,shortest_path_lenght_inverse_weighted,assortativity,density,degree_centrality,betweenness_centrality,closeness_centrality,pagerank
300.0,100.0,50.0,50.0,50.0,50.0,128.0,206.0,1.7109375,0.02407180888611242,6.053580216535433,5.613699557086387,-0.11855513879432564,0.012672244094488189,0.012672244094488186,0.05534765689078904,0.1699351474177293,0.0078125
300.0,100.0,50.0,50.0,50.0,50.0,145.0,233.0,1.6413793103448275,0.024350457760936733,5.912164750957855,5.774497126436663,-0.23107403493607084,0.011159003831417625,0.011159003831417626,0.04765953230281411,0.17421335016059403,0.006896551724137931
400.0,100.0,100.0,50.0,100.0,50.0,155.0,265.0,1.8,0.06309005500146782,5.135148722245496,4.89317832704905,-0.2247782109723709,0.011101801424382069,0.01110180142438207,0.03965552657540171,0.1979276144839253,0.0064516129032258064
200.0,0.0,50.0,50.0,50.0,50.0,149.0,261.0,1.8859060402684564,0.026669184769077307,5.502403410121531,5.148517465211891,-0.18011092486468777,0.011835661164520225,0.011835661164520225,0.0441228298700935,0.18261617485292037,0.006711409395973153
850.0,200.0,150.0,150.0,200.0,150.0,199.0,376.0,2.0050251256281406,0.038998011266490114,5.00543119638597,4.570470196098448,-0.17141677718456216,0.009542662808994467,0.009542662808994469,0.03062633402145031,0.20497979768095875,0.005025125628140703
300.0,100.0,50.0,50.0,50.0,50.0,95.0,144.0,1.5894736842105264,0.01034845271687377,6.6650615901455765,6.41080627099664,-0.16683132346594848,0.01612541993281075,0.016125419932810754,0.0808616726586904,0.15726637985334702,0.010526315789473684
400.0,100.0,100.0,50.0,50.0,100.0,143.0,237.0,1.7202797202797202,0.02304845196156872,5.558849601103122,5.336624642962671,-0.24210225449421585,0.01167142716438491,0.01167142716438491,0.04586741273434862,0.18339359458212084,0.006993006993006993
350.0,50.0,100.0,100.0,50.0,50.0,210.0,397.0,1.9761904761904763,0.022966689099284752,5.003030303030303,4.787757271968243,-0.12696369463606125,0.009045340624287994,0.009045340624287992,0.02861395914027493,0.20428017848219468,0.004761904761904762
450.0,100.0,100.0,100.0,100.0,50.0,168.0,260.0,1.5952380952380953,0.023791313431072374,6.296621043627032,6.037425149700598,-0.23447057293963205,0.00926717992586256,0.00926717992586256,0.04348226732476092,0.1643369386247704,0.005952380952380952
250.0,50.0,50.0,50.0,50.0,50.0,128.0,235.0,1.9609375,0.033990186348269696,5.332431102362205,4.911325049212612,-0.08792120745418086,0.014456200787401575,0.01445620078740157,0.04997319098845555,0.19215355298828102,0.0078125
300.0,100.0,50.0,50.0,50.0,50.0,122.0,175.0,1.4508196721311475,0.0183474653761539,6.823330172063406,6.755419319875355,-0.1455855802714203,0.011854762227340469,0.011854762227340467,0.0642854141818863,0.1517903901442195,0.008196721311475412
250.0,50.0,50.0,50.0,50.0,50.0,157.0,283.0,1.8789808917197452,0.041300780930090555,5.334639882410583,5.140699003756328,-0.1596923006250651,0.01155479340192716,0.01155479340192716,0.04078167638479416,0.1918109798267098,0.006369426751592357
250.0,50.0,50.0,50.0,50.0,50.0,114.0,172.0,1.5614035087719298,0.012278357235150571,6.346995808104332,6.176525384257103,-0.13330751688826803,0.013351963980748331,0.013351963980748333,0.06459017115318441,0.16677215448322286,0.008771929824561405
500.0,100.0,100.0,100.0,100.0,100.0,180.0,284.0,1.6611111111111112,0.014633631963260356,5.8606455617628805,5.509378232981602,-0.2589286677547729,0.008814400993171942,0.008814400993171942,0.038434762742258086,0.17605652300814179,0.005555555555555556
250.0,50.0,50.0,50.0,50.0,50.0,127.0,210.0,1.795275590551181,0.015240635813954418,5.924009498812649,5.408448943882015,-0.14048293386064306,0.013123359580052493,0.013123359580052492,0.055042770478587064,0.17193596045042542,0.007874015748031496
500.0,100.0,100.0,100.0,100.0,100.0,207.0,382.0,1.9371980676328502,0.03270336320980762,5.099244875943905,4.742546472179234,-0.2514317056902328,0.00895830401951128,0.008958304019511278,0.02981148618884837,0.20213971748443912,0.004830917874396135
400.0,100.0,100.0,50.0,100.0,50.0,236.0,402.0,1.771186440677966,0.018628593624264177,5.720988099531193,5.441877028489001,-0.18276205563649386,0.0072484673638658495,0.007248467363865851,0.028663748924178643,0.18167944140912382,0.0042372881355932195
300.0,100.0,50.0,50.0,50.0,50.0,116.0,195.0,1.8017241379310345,0.020388489832625614,5.561019490254872,5.176161919040543,-0.15597449197477983,0.01461769115442279,0.014617691154422793,0.05684976477278601,0.18576347763707662,0.008620689655172414
400.0,100.0,100.0,100.0,50.0,50.0,152.0,288.0,2.0197368421052633,0.04056070648018795,4.792784942488672,4.412854362727885,-0.233862444204374,0.012547926106657371,0.012547926106657371,0.03835027754337045,0.21519339457166006,0.006578947368421051
450.0,100.0,100.0,100.0,100.0,50.0,150.0,245.0,1.74,0.01551747034667998,5.804429530201342,5.432483221476074,-0.14431352155224988,0.010961968680089485,0.010961968680089485,0.04581513795674869,0.1764559875814065,0.006666666666666667
500.0,100.0,100.0,100.0,100.0,100.0,180.0,351.0,2.1277777777777778,0.04441340866658305,4.940285536933581,4.4516811504240605,-0.24073696649044254,0.010893854748603353,0.010893854748603351,0.033725297968004365,0.20564173879112516,0.005555555555555556
400.0,100.0,100.0,100.0,50.0,50.0,173.0,303.0,1.8265895953757225,0.027159436997615125,4.966426939104719,4.695260339651325,-0.27147346784531307,0.010182820271541874,0.010182820271541874,0.03460852182205898,0.20749536376485458,0.005780346820809247
220.0,50.0,50.0,50.0,50.0,20.0,119.0,197.0,1.7478991596638656,0.04503971009212796,5.786924939467313,5.458499501495513,-0.24597201480440573,0.014029340549779234,0.014029340549779234,0.057538119933915735,0.17469560500867531,0.008403361344537815
250.0,50.0,50.0,50.0,50.0,50.0,129.0,203.0,1.6666666666666667,0.006244535351266377,5.879299903100775,5.496078609496124,-0.16248578734936242,0.012294089147286821,0.012294089147286821,0.05408614422460589,0.17079728983096504,0.007751937984496124
250.0,50.0,50.0,50.0,50.0,50.0,164.0,263.0,1.6646341463414633,0.005624633080001728,6.2382163698937605,6.016807571449926,-0.1441593832793568,0.00983839592997157,0.009838395929971572,0.04404375058545588,0.16112147582664116,0.006097560975609756
250.0,50.0,50.0,50.0,50.0,50.0,144.0,245.0,1.875,0.018502273489566685,5.503739316239316,4.982238247863137,-0.2048395598534732,0.011897824397824398,0.011897824397824398,0.04663932550217272,0.18746631866412214,0.006944444444444444
400.0,50.0,100.0,100.0,100.0,50.0,176.0,351.0,2.0681818181818183,0.025079990582004667,4.797857142857143,4.585357142857143,-0.2362378493762332,0.011396103896103895,0.011396103896103899,0.03310990521811342,0.21121597163072306,0.005681818181818182
500.0,100.0,100.0,100.0,100.0,100.0,213.0,366.0,1.8544600938967135,0.032843120131888164,5.406745504473381,4.942168999321285,-0.20200864732889157,0.008105235184693063,0.008105235184693063,0.030753793734147286,0.18724958016317644,0.004694835680751174
450.0,100.0,100.0,100.0,100.0,50.0,165.0,274.0,1.7333333333333334,0.007199783330346489,5.873577235772358,5.613125153978726,-0.17362290584680942,0.010125646711012565,0.010125646711012565,0.041931601944905715,0.17513815406296968,0.00606060606060606
250.0,50.0,50.0,50.0,50.0,50.0,133.0,217.0,1.6766917293233083,0.01688359962039407,5.77904989747095,5.587064251537936,-0.20900330010442586,0.012360446570972886,0.012360446570972886,0.050996786946709595,0.17716669463365756,0.007518796992481203
750.0,150.0,150.0,150.0,150.0,150.0,217.0,356.0,1.705069124423963,0.026963344641499902,5.740228707970643,5.424507168458781,-0.21536312563748108,0.007595152756443079,0.007595152756443078,0.03124007657944282,0.18002730370756193,0.004608294930875576
250.0,50.0,50.0,50.0,50.0,50.0,109.0,164.0,1.7798165137614679,0.02921666281883708,6.156133197417601,5.246948974969069,-0.07277513344538841,0.013931362555215767,0.013931362555215763,0.06774744612468708,0.16864845922447383,0.009174311926605503
250.0,50.0,50.0,50.0,50.0,50.0,120.0,174.0,1.5333333333333334,0.004976851851851852,6.89656862745098,6.5909313725490195,-0.22562540782058127,0.012184873949579832,0.012184873949579829,0.06629879521252946,0.1500764338703221,0.008333333333333333
250.0,50.0,50.0,50.0,50.0,50.0,113.0,201.0,2.0088495575221237,0.027332193614266965,5.106115676359039,4.52957358828476,-0.1225387326989325,0.01588179519595449,0.015881795195954486,0.05542848845231569,0.19770726211968473,0.008849557522123894
500.0,100.0,100.0,100.0,100.0,100.0,164.0,262.0,1.7378048780487805,0.014653363104056459,6.4480398024839145,5.869482268442446,-0.17378480729024243,0.009800987580427951,0.009800987580427951,0.0462109067540623,0.1577135120387861,0.006097560975609756
450.0,100.0,100.0,100.0,100.0,50.0,162.0,296.0,1.9814814814814814,0.025743409910551327,5.393489763054981,4.919353704981443,-0.18434497325972843,0.011348822943025841,0.011348822943025841,0.04021559260868618,0.1913557263948484,0.006172839506172838
400.0,50.0,100.0,100.0,100.0,50.0,175.0,347.0,2.142857142857143,0.04406956846536863,4.689786535303777,4.305919540229849,-0.2445511845677599,0.011395730706075533,0.011395730706075535,0.032914001094690754,0.21485802200200016,0.005714285714285713
500.0,100.0,100.0,100.0,100.0,100.0,191.0,383.0,2.1518324607329844,0.04569047843495058,4.769413061449435,4.343104160925905,-0.2356538806996471,0.010553871589969689,0.01055387158996969,0.03063314151903887,0.21477563419952334,0.005235602094240838
550.0,100.0,100.0,100.0,100.0,150.0,198.0,350.0,1.8838383838383839,0.022342787595402532,5.524355227400913,5.139984874122061,-0.23959750623802656,0.008972978516125725,0.008972978516125725,0.0334287517418143,0.187240242355387,0.005050505050505051
400.0,50.0,100.0,100.0,50.0,100.0,174.0,301.0,1.867816091954023,0.013279939331266958,5.7597501827121125,5.296799215998842,-0.11982730156446006,0.009999335592319447,0.009999335592319447,0.03933936875160851,0.17947589566180489,0.005747126436781609
500.0,100.0,100.0,100.0,100.0,100.0,184.0,323.0,1.8641304347826086,0.02588371553674705,5.543894036588263,5.152312504949942,-0.17957996269816767,0.009592539795675932,0.009592539795675935,0.03600341723738986,0.1859608615653931,0.005434782608695651
450.0,50.0,100.0,100.0,100.0,100.0,209.0,396.0,2.0239234449760763,0.02816439128930134,5.196241258741258,4.834253465832756,-0.1820366923740985,0.009109311740890687,0.009109311740890687,0.029916041368603687,0.19698219126056524,0.004784688995215311
250.0,50.0,50.0,50.0,50.0,50.0,105.0,170.0,1.6666666666666667,0.022719449862307006,5.930311355311355,5.747985347985348,-0.17547482749741294,0.015567765567765568,0.015567765567765564,0.06596241060526774,0.1714301084417544,0.009523809523809526
350.0,50.0,100.0,100.0,50.0,50.0,150.0,303.0,2.2733333333333334,0.03702723992843738,4.733109619686801,4.1898434004473515,-0.22761392411482054,0.013557046979865772,0.01355704697986577,0.03900518340968005,0.21536314354657146,0.006666666666666668
250.0,50.0,50.0,50.0,50.0,50.0,112.0,175.0,1.6160714285714286,0.016810557255609787,5.693613256113256,5.435100278850489,-0.12650285460743443,0.014076576576576577,0.014076576576576575,0.06027108900992829,0.1718946569014352,0.008928571428571428
650.0,100.0,150.0,150.0,100.0,150.0,164.0,274.0,1.7926829268292683,0.012411039076532139,5.677278168487207,5.269483515387192,-0.162313262515914,0.01024988777495137,0.01024988777495137,0.04086555773720239,0.1745451584802021,0.006097560975609756
450.0,100.0,50.0,100.0,100.0,100.0,150.0,233.0,1.6133333333333333,0.01306352168852679,6.657136465324385,6.367069351230425,-0.15326515802524443,0.010425055928411633,0.010425055928411633,0.051058110862540404,0.15273153751180565,0.006666666666666667
700.0,150.0,150.0,150.0,100.0,150.0,195.0,372.0,2.0871794871794873,0.02942763027658974,5.365424266455194,4.904753722794947,-0.2205693775392983,0.009833465503568596,0.009833465503568596,0.03302622941718897,0.19293460204936366,0.005128205128205127
500.0,100.0,100.0,100.0,100.0,100.0,143.0,228.0,1.7342657342657342,0.016127922957922213,6.177189008174924,5.6974867855149265,-0.22169544202167615,0.011228208411307002,0.011228208411307004,0.05070532737232236,0.16800144633385153,0.006993006993006993
750.0,150.0,150.0,150.0,150.0,150.0,181.0,335.0,1.9668508287292819,0.034542170891327786,5.084960098219767,4.78652036013916,-0.2727275447723927,0.010282381829343155,0.010282381829343155,0.0338138430098764,0.20148805435517556,0.0055248618784530384
500.0,100.0,100.0,100.0,100.0,100.0,97.0,145.0,1.5257731958762886,0.019566544566544566,5.75451030927835,5.620328608247423,-0.19009113579177425,0.015571305841924399,0.015571305841924397,0.06911379175966273,0.16348282293640218,0.010309278350515462
700.0,150.0,100.0,150.0,150.0,150.0,146.0,247.0,1.8082191780821917,0.01825450435657028,5.580774681152574,5.227271295858879,-0.319728893905775,0.011667453944260745,0.011667453944260747,0.04533923575836401,0.18469214542556792,0.00684931506849315
300.0,100.0,50.0,50.0,50.0,50.0,119.0,204.0,1.8571428571428572,0.01850186266565259,5.673764421022646,5.086057304277638,-0.1819672347635173,0.014527845036319613,0.014527845036319613,0.056740203558990884,0.17921626941322064,0.008403361344537813
500.0,100.0,100.0,100.0,100.0,100.0,150.0,263.0,1.8733333333333333,0.034964250048041226,5.244026845637584,4.907546607009389,-0.1989909520860414,0.011767337807606264,0.011767337807606264,0.04224984126984128,0.19249848814722648,0.006666666666666667
550.0,100.0,100.0,100.0,100.0,150.0,126.0,215.0,1.8253968253968254,0.014144124716260231,5.546095238095238,5.172888888888889,-0.20304585251251264,0.013650793650793651,0.013650793650793656,0.052276996724615776,0.18556542755919123,0.007936507936507936
650.0,100.0,150.0,150.0,100.0,150.0,178.0,312.0,1.904494382022472,0.03184486527451721,5.3244461372437,4.833201083391615,-0.19787789483128657,0.009902875642734716,0.009902875642734718,0.035833151452514485,0.1942505591436728,0.0056179775280898875
700.0,150.0,100.0,150.0,150.0,150.0,164.0,290.0,1.9024390243902438,0.025923649561358408,5.482081400568607,5.062665220210358,-0.2746190902595254,0.010848421367649259,0.010848421367649259,0.03987332547613929,0.18718971025764755,0.006097560975609756
700.0,150.0,100.0,150.0,150.0,150.0,221.0,359.0,1.6742081447963801,0.014984789224551171,6.1177087618264085,5.91161044837545,-0.22705681420049315,0.007383792677910325,0.007383792677910325,0.032255153239981564,0.1697788915609446,0.004524886877828055
850.0,150.0,150.0,200.0,150.0,200.0,178.0,327.0,1.9550561797752808,0.01894817763253286,5.207008188916397,4.847216932224532,-0.21617901993556363,0.010378975433250809,0.010378975433250809,0.03490155611522543,0.19351614095721556,0.0056179775280898875
750.0,150.0,150.0,150.0,150.0,150.0,198.0,339.0,1.7626262626262625,0.03499229744243318,5.618827872634979,5.40709548958299,-0.2012165344357416,0.00869097061990463,0.008690970619904629,0.033465062182439,0.18003222892786913,0.005050505050505052
700.0,150.0,150.0,150.0,100.0,150.0,194.0,311.0,1.675257731958763,0.006579827460567401,6.364724106618236,6.108198458059528,-0.14387193380427893,0.00830618022541531,0.00830618022541531,0.03826321250865715,0.16061998546067047,0.005154639175257732
500.0,100.0,100.0,100.0,100.0,100.0,159.0,275.0,1.8679245283018868,0.01913843630000264,5.621367725499562,5.159130111721385,-0.2706706791512276,0.010946580686251095,0.010946580686251097,0.04201657589952898,0.18373933330656378,0.006289308176100629
600.0,100.0,150.0,100.0,100.0,150.0,159.0,297.0,2.0314465408805034,0.05474522500271901,5.1717618024042675,4.7323720245203305,-0.1930476281528771,0.011822307141151182,0.011822307141151185,0.0393787207317181,0.20004820490124858,0.00628930817610063
450.0,100.0,100.0,100.0,50.0,100.0,208.0,390.0,2.110576923076923,0.02726307097857767,5.065635451505017,4.389207853338459,-0.2376021941469839,0.009057971014492754,0.00905797101449275,0.029709195539959547,0.20358488578440154,0.004807692307692308
