final_score,c1,c2,c3,c4,c5,nodes,edges,out_degrees,clustering_coefficient,shortest_path_lenght,shortest_path_lenght_inverse_weighted,assortativity,density,degree_centrality,betweenness_centrality,closeness_centrality,pagerank
300.0,100.0,50.0,50.0,50.0,50.0,82.0,99.0,1.2926829268292683,0.009770615563298491,9.022884673291177,8.503523035229968,0.11742958302202579,0.014905149051490514,0.014905149051490516,0.1200710923098391,0.0808525079499038,0.012195121951219514
300.0,100.0,50.0,50.0,50.0,50.0,94.0,110.0,1.1808510638297873,0.014446133063154341,10.999771219400595,10.851978952184854,0.14037106097814614,0.012582932967284374,0.012582932967284376,0.12743201078676186,0.09286944765530514,0.010638297872340425
400.0,100.0,100.0,50.0,100.0,50.0,107.0,131.0,1.2429906542056075,0.01310636404094348,10.36598483512608,10.212043731263947,-0.0467384867354978,0.011549991183212838,0.011549991183212838,0.10605029359077252,0.09658318146812836,0.009345794392523364
200.0,0.0,50.0,50.0,50.0,50.0,99.0,133.0,1.404040404040404,0.02332585110362888,8.044423830138117,7.662320483749182,0.1471457677180803,0.013708513708513708,0.01370851370851371,0.09066546728884392,0.11136960460477117,0.010101010101010102
850.0,200.0,150.0,150.0,200.0,150.0,142.0,178.0,1.2816901408450705,0.0,8.112476276096293,7.789906103286491,0.01733913028771449,0.008890220757167116,0.008890220757167114,0.06346539932834445,0.10438425202114562,0.007042253521126759
300.0,100.0,50.0,50.0,50.0,50.0,59.0,75.0,1.271186440677966,0.026694915254237287,8.874926943308006,8.874926943308006,-0.07971362542435882,0.021917007597895968,0.021917007597895968,0.16737164310691532,0.11862441286333394,0.016949152542372878
400.0,100.0,100.0,50.0,50.0,100.0,93.0,106.0,1.1397849462365592,0.006630824372759857,13.383941093969144,13.383941093969144,-0.030258160588303898,0.012388966806919121,0.01238896680691912,0.15399116258728077,0.06876590276475154,0.010752688172043013
350.0,50.0,100.0,100.0,50.0,50.0,133.0,173.0,1.3082706766917294,0.02067018194837744,10.0715994531784,9.995784916837549,-0.0006345513358229312,0.009854180906812485,0.009854180906812483,0.08313247232914822,0.10088178652124916,0.007518796992481203
450.0,100.0,100.0,100.0,100.0,50.0,108.0,118.0,1.0925925925925926,0.0,17.85790931118034,17.85790931118034,-0.07095709570957126,0.010211145725164416,0.010211145725164412,0.17452453751778776,0.057845091204231966,0.009259259259259257
250.0,50.0,50.0,50.0,50.0,50.0,75.0,107.0,1.48,0.01182010582010582,6.982702702702703,6.696756756756737,-0.005355975514485668,0.01927927927927928,0.01927927927927928,0.10590990990990991,0.13974304792058148,0.013333333333333336
300.0,100.0,50.0,50.0,50.0,50.0,71.0,79.0,1.1126760563380282,0.015258215962441313,14.083702213279677,14.083702213279677,-0.24397501823713355,0.0158953722334004,0.015895372233400398,0.2124465100461926,0.0721748868330472,0.014084507042253525
250.0,50.0,50.0,50.0,50.0,50.0,93.0,121.0,1.3225806451612903,0.02451356886840758,9.677886863020102,9.59005376344086,-0.07075316145996045,0.014142122487143525,0.014142122487143525,0.11481598777440974,0.10895147773769644,0.010752688172043012
250.0,50.0,50.0,50.0,50.0,50.0,82.0,97.0,1.2073170731707317,0.0,10.656579343571213,10.487353206865402,0.02789738883551249,0.014604034929238181,0.014604034929238181,0.14200468562951216,0.09828076343150337,0.01219512195121951
500.0,100.0,100.0,100.0,100.0,100.0,121.0,138.0,1.1487603305785123,0.005509641873278236,13.915151515151516,13.7849173553719,-0.10643830248674803,0.009504132231404958,0.009504132231404958,0.12312968148805864,0.07334712673640169,0.008264462809917356
250.0,50.0,50.0,50.0,50.0,50.0,66.0,86.0,1.3484848484848484,0.021013708513708512,7.469230769230769,7.185780885780885,0.0011032819962727362,0.020046620046620046,0.020046620046620046,0.12764356855265946,0.12807630342690737,0.015151515151515152
500.0,100.0,100.0,100.0,100.0,100.0,139.0,187.0,1.3525179856115108,0.01767519682135358,8.105046397664477,8.074027734334273,-0.02427735752201098,0.009748722760921697,0.009748722760921697,0.06550393091844947,0.1313581057316303,0.007194244604316547
400.0,100.0,100.0,50.0,100.0,50.0,168.0,200.0,1.1904761904761905,0.02172619047619048,14.819575135443399,14.819575135443399,-0.06268520696682826,0.0071285999429712005,0.007128599942971201,0.09412870687197035,0.07012514775323606,0.005952380952380952
300.0,100.0,50.0,50.0,50.0,50.0,75.0,97.0,1.32,0.028783068783068782,8.000720720720722,7.987387387387387,-0.009548984446130684,0.017477477477477476,0.01747747747747748,0.1200096096096096,0.132815663049653,0.013333333333333332
400.0,100.0,100.0,100.0,50.0,50.0,108.0,151.0,1.4166666666666667,0.01591710758377425,7.281498788508134,7.1943146417445485,-0.11456116352830835,0.01306680512287989,0.013066805122879886,0.0766805443380383,0.14197951640129405,0.009259259259259259
450.0,100.0,100.0,100.0,100.0,50.0,100.0,129.0,1.3,0.025211466165413535,7.9372727272727275,7.8811616161616165,-0.07177944763537893,0.013030303030303031,0.013030303030303034,0.08888282828282827,0.12052100813973021,0.009999999999999998
500.0,100.0,100.0,100.0,100.0,100.0,114.0,147.0,1.2894736842105263,0.01739766081871345,8.492159602546188,8.492159602546188,-0.006252958820154842,0.011411271541686073,0.011411271541686075,0.08259655115120514,0.10511493425694765,0.008771929824561403
400.0,100.0,100.0,100.0,50.0,50.0,124.0,152.0,1.2338709677419355,0.007897613139548624,11.116706005769736,11.08398898505114,-0.0012845402830036923,0.00996590611067401,0.009965906110674006,0.09771537101427205,0.0948978602323119,0.008064516129032258
220.0,50.0,50.0,50.0,50.0,20.0,65.0,87.0,1.4,0.028223443223443227,7.5033653846153845,7.273137019230769,-0.14101248945687278,0.020913461538461537,0.020913461538461537,0.13058431952662722,0.1331879386914093,0.015384615384615385
250.0,50.0,50.0,50.0,50.0,50.0,87.0,103.0,1.2183908045977012,0.006294471811713192,10.231889869018978,10.09395883453622,-0.06306452387558131,0.013766372627639668,0.013766372627639667,0.12858292853038863,0.09527992410653517,0.011494252873563216
250.0,50.0,50.0,50.0,50.0,50.0,111.0,126.0,1.135135135135135,0.0,14.529320229320229,14.529320229320229,-0.06153637565700404,0.010319410319410319,0.010319410319410317,0.13974219920165867,0.07129510701398346,0.009009009009009009
250.0,50.0,50.0,50.0,50.0,50.0,97.0,125.0,1.402061855670103,0.012714776632302404,8.248603951890034,7.7082438430699405,0.057424978805054726,0.013423539518900343,0.013423539518900341,0.09482609735359762,0.11335903236948787,0.010309278350515462
400.0,50.0,100.0,100.0,100.0,50.0,114.0,155.0,1.3596491228070176,0.02559903546745652,8.749883558453655,8.749883558453655,-0.06971353600292425,0.012032293122185995,0.012032293122185997,0.08544834761955346,0.1191437220828239,0.008771929824561401
500.0,100.0,100.0,100.0,100.0,100.0,155.0,188.0,1.2774193548387096,0.004362519201228879,10.77553414327608,10.335358190197724,0.06887719320466523,0.007875994972769166,0.007875994972769166,0.07568550076354447,0.09044616028197593,0.0064516129032258064
