final_score,nodes,edges,out_degrees,clustering_coefficient,shortest_path_lenght,shortest_path_lenght_inverse_weighted,assortativity,density,degree_centrality,betweenness_centrality,closeness_centrality,pagerank
100.0,66.0,86.8,1.413771485739814,0.018337874949197936,7.31225696701903,6.937516034039594,-0.016327292418999648,0.0237075294739126,0.0237075294739126,0.13420259616205701,0.13531922324592927,0.017482668703527025
186.92307692307693,96.73076923076923,127.34615384615384,1.3741918089843095,0.01585333476094391,9.542861525068592,9.229123090839447,0.07388536273603923,0.014823271591155077,0.014823271591155075,0.11478920414468362,0.11028735803435835,0.011205204030228979
263.65384615384613,83.76923076923077,106.4375,1.304501423048965,0.014033872109362048,9.18264164229971,8.98679441182432,-0.0029829714358392376,0.016451533534380575,0.01645153353438058,0.12664232796732863,0.110779688027002,0.012806953531137285
380.9561752988048,90.45019920318725,114.64541832669323,1.2972284050473009,0.012836000009147778,9.324451057915676,9.130114773232547,0.00028645280681090707,0.01527531957751465,0.01527531957751465,0.1196932762786869,0.10840432503711267,0.011937236579703383
486.7134831460674,92.41292134831461,118.47612359550561,1.3214730290482037,0.014308509640990417,9.109366677388469,8.909413248566972,-0.005075892907599448,0.015207175599238332,0.015207175599238334,0.11396530529697516,0.11359342413021148,0.011655979947684213
582.7080181543116,92.07564296520424,117.4357034795764,1.3095777045154642,0.012918881161218768,9.312997505117758,9.111411172119537,-0.003935878684307213,0.014797455523151641,0.01479745552315164,0.11534964931564261,0.10986068334673046,0.0114549206245517
673.4978540772532,97.60371959942775,123.61230329041487,1.3002004927336601,0.01144382235951325,9.58601682093933,9.382683357690368,-0.0016425960004527566,0.013839680047731097,0.013839680047731093,0.11178557405803592,0.10790874037510347,0.010790486857982659
772.1758664955071,102.39409499358152,129.8729139922978,1.302874331445495,0.011351456990084142,9.631165967578967,9.42179005731188,-0.002580932166752708,0.013240203919150727,0.013240203919150723,0.10698563652121022,0.10703104876924807,0.0103088293638498
872.8530534351145,106.00477099236642,133.168893129771,1.2864811624829904,0.009929701529064205,9.953514338983554,9.754047994991025,0.003643002427827221,0.012594872319755599,0.012594872319755597,0.1067303808107336,0.10339011814531,0.009919912271356263
960.1666666666666,115.44,145.71333333333334,1.292481720489835,0.00887287529979664,10.090507993148286,9.880702722447689,0.0020807757288990635,0.011502776209181807,0.011502776209181805,0.09837010822126258,0.10276677453121073,0.009019198608767218
